Date,Harris_avg,Trump_avg,Parameters
2024-07-02,,,0.35-0.5-1.5
2024-07-03,,,0.35-0.5-1.5
2024-07-04,,,0.35-0.5-1.5
2024-07-05,,,0.35-0.5-1.5
2024-07-06,,,0.35-0.5-1.5
2024-07-07,,,0.35-0.5-1.5
2024-07-08,,,0.35-0.5-1.5
2024-07-09,,,0.35-0.5-1.5
2024-07-10,,,0.35-0.5-1.5
2024-07-11,,,0.35-0.5-1.5
2024-07-12,42.27988400009178,48.07912652142144,0.35-0.5-1.5
2024-07-13,42.94664234345707,48.70280954722614,0.35-0.5-1.5
2024-07-14,43.43001226210205,49.604870088714776,0.35-0.5-1.5
2024-07-15,40.7945366981501,48.11977160119421,0.35-0.5-1.5
2024-07-16,40.80439842122958,48.55945065149605,0.35-0.5-1.5
2024-07-17,42.0099024461433,50.491699811073865,0.35-0.5-1.5
2024-07-18,42.883074681196064,51.735786260189634,0.35-0.5-1.5
2024-07-19,43.3334232668352,52.34234512265379,0.35-0.5-1.5
2024-07-20,43.47893003297882,52.51136355316675,0.35-0.5-1.5
2024-07-21,42.88472297862272,51.66684686844374,0.35-0.5-1.5
2024-07-22,43.52155411182728,49.264406047753816,0.35-0.5-1.5
2024-07-23,44.119826207815734,49.51950508084093,0.35-0.5-1.5
2024-07-24,44.340014555165084,49.16907010758032,0.35-0.5-1.5
2024-07-25,45.123619202001564,48.972189766363854,0.35-0.5-1.5
2024-07-26,45.603629166924634,48.58774414378858,0.35-0.5-1.5
2024-07-27,46.19153861952203,48.81018192079877,0.35-0.5-1.5
2024-07-28,46.26945846657581,48.574312829164256,0.35-0.5-1.5
2024-07-29,46.389274684159815,48.10764812510533,0.35-0.5-1.5
2024-07-30,45.85286326376448,47.709713098886965,0.35-0.5-1.5
2024-07-31,45.71001476132744,48.21803601093489,0.35-0.5-1.5
2024-08-01,45.35300169301192,48.09296507930574,0.35-0.5-1.5
2024-08-02,45.56008794623548,48.75149683717064,0.35-0.5-1.5
2024-08-03,45.717123371070784,47.89185598996613,0.35-0.5-1.5
2024-08-04,45.77782910332286,47.67849391857567,0.35-0.5-1.5
2024-08-05,45.91819309701573,47.33909609952194,0.35-0.5-1.5
2024-08-06,46.27036719233441,47.159558472963866,0.35-0.5-1.5
2024-08-07,46.19332711841224,47.36495306819722,0.35-0.5-1.5
2024-08-08,46.37792637674949,47.40223087783035,0.35-0.5-1.5
2024-08-09,46.21845821987475,47.18515762612851,0.35-0.5-1.5
2024-08-10,46.13282081088868,47.54445566874885,0.35-0.5-1.5
2024-08-11,46.1397860600749,48.1042157698111,0.35-0.5-1.5
2024-08-12,45.98160460580811,47.85743595212938,0.35-0.5-1.5
2024-08-13,46.28777300128356,48.189067841055845,0.35-0.5-1.5
2024-08-14,46.21179419509865,47.6319303481963,0.35-0.5-1.5
2024-08-15,46.647918797189824,47.77023389756311,0.35-0.5-1.5
2024-08-16,46.37662285142815,47.37891633879525,0.35-0.5-1.5
2024-08-17,46.76063194331809,47.75122844159008,0.35-0.5-1.5
2024-08-18,46.34618709844113,47.33027250657176,0.35-0.5-1.5
2024-08-19,46.4238087855664,47.779885441046304,0.35-0.5-1.5
2024-08-20,46.58590012252669,48.40336839077499,0.35-0.5-1.5
2024-08-21,45.97241430134511,47.15825524872654,0.35-0.5-1.5
2024-08-22,46.31873451916747,47.064196508281576,0.35-0.5-1.5
2024-08-23,46.3547273603038,46.815375651658314,0.35-0.5-1.5
2024-08-24,46.76582936780902,46.92487132044336,0.35-0.5-1.5
2024-08-25,46.71587047517112,46.814678878241416,0.35-0.5-1.5
2024-08-26,47.438536271450374,47.674080531103655,0.35-0.5-1.5
2024-08-27,47.35977494721784,48.13557158830516,0.35-0.5-1.5
2024-08-28,46.823953134254346,48.071950839538566,0.35-0.5-1.5
2024-08-29,46.598003917521375,48.59785913477499,0.35-0.5-1.5
2024-08-30,45.91921652213981,47.26804591944354,0.35-0.5-1.5
2024-08-31,46.244157976594565,47.33553878241946,0.35-0.5-1.5
2024-09-01,46.43992950826899,48.04217755387315,0.35-0.5-1.5
2024-09-02,47.041749371441504,48.29486176611006,0.35-0.5-1.5
2024-09-03,47.584620882122834,48.38932806050778,0.35-0.5-1.5
2024-09-04,46.80526174265722,48.84552119841733,0.35-0.5-1.5
2024-09-05,46.24531228212897,48.2078096859232,0.35-0.5-1.5
2024-09-06,46.327615383764666,48.575463283957646,0.35-0.5-1.5
2024-09-07,46.2492113794229,48.079589728441434,0.35-0.5-1.5
2024-09-08,46.592537937124945,48.301575059175235,0.35-0.5-1.5
2024-09-09,47.73675264774474,48.64791293530783,0.35-0.5-1.5
2024-09-10,47.532034087647986,48.481839523443455,0.35-0.5-1.5
2024-09-11,46.743144395215666,47.80772432470101,0.35-0.5-1.5
2024-09-12,47.14860546582361,47.952329577719105,0.35-0.5-1.5
2024-09-13,46.511854094465775,47.50141590019294,0.35-0.5-1.5
2024-09-14,47.01116223863136,47.84872281313444,0.35-0.5-1.5
2024-09-15,47.333472793861425,48.48038273077524,0.35-0.5-1.5
2024-09-16,47.37369145250802,48.45662925882587,0.35-0.5-1.5
2024-09-17,47.604908303328045,48.33541601300001,0.35-0.5-1.5
2024-09-18,47.091987191181325,48.380539974471205,0.35-0.5-1.5
2024-09-19,46.592126008123884,48.570825513505156,0.35-0.5-1.5
